acc,rid,status,length,pctN,identity,coverage
CX227,Xa21,OK,7774.0,2.7,,
CX227,Xa3_Xa26,NO_HIT,,,,
CX227,xa5,OK,11926.0,0.71,,
CX227,xa13_SWEET11,OK,8546.0,0.98,,
CX227,xa25_SWEET13,OK,8902.0,1.8,,
CX227,Xa27,OK,5781.0,50.44,,
IRIS_313-8864,Xa1,OK,27269.0,43.58,,
IRIS_313-8864,Xa21,OK,7772.0,2.74,,
IRIS_313-8864,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8864,xa5,OK,11927.0,0.02,,
IRIS_313-8864,xa13_SWEET11,OK,8544.0,0.05,,
IRIS_313-8864,xa25_SWEET13,OK,8880.0,0.82,,
IRIS_313-8864,Xa27,OK,5780.0,50.02,,
IRIS_313-10020,Xa1,NO_HIT,,,,
IRIS_313-10020,Xa21,NO_HIT,,,,
IRIS_313-10020,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10020,xa5,OK,11927.0,0.07,,
IRIS_313-10020,xa13_SWEET11,OK,8553.0,0.06,,
IRIS_313-10020,xa25_SWEET13,OK,8902.0,0.27,,
IRIS_313-10020,Xa27,OK,5781.0,50.01,,
IRIS_313-10602,Xa1,NO_HIT,,,,
IRIS_313-10602,Xa21,OK,7789.0,28.0,,
IRIS_313-10602,Xa3_Xa26,OK,8518.0,43.9,,
IRIS_313-10602,xa5,OK,11923.0,2.1,,
IRIS_313-10602,xa13_SWEET11,OK,8541.0,7.87,,
IRIS_313-10602,xa25_SWEET13,OK,8182.0,16.72,,
IRIS_313-10602,Xa27,OK,5782.0,53.11,,
IRIS_313-10603,Xa1,NO_HIT,,,,
IRIS_313-10603,Xa21,OK,7769.0,2.51,,
IRIS_313-10603,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10603,xa5,OK,11927.0,0.02,,
IRIS_313-10603,xa13_SWEET11,OK,8547.0,0.13,,
IRIS_313-10603,xa25_SWEET13,OK,8880.0,1.33,,
IRIS_313-10603,Xa27,OK,5778.0,50.12,,
IRIS_313-10605,Xa1,NO_HIT,,,,
IRIS_313-10605,Xa21,NO_HIT,,,,
IRIS_313-10605,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10605,xa5,OK,11927.0,0.03,,
IRIS_313-10605,xa13_SWEET11,OK,8537.0,0.43,,
IRIS_313-10605,xa25_SWEET13,OK,8880.0,1.05,,
IRIS_313-10605,Xa27,OK,5788.0,50.92,,
IRIS_313-10718,Xa1,OK,9117.0,1.06,,
IRIS_313-10718,Xa21,OK,7772.0,14.51,,
IRIS_313-10718,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10718,xa5,OK,11923.0,1.7,,
IRIS_313-10718,xa13_SWEET11,OK,8430.0,9.64,,
IRIS_313-10718,xa25_SWEET13,OK,8800.0,13.88,,
IRIS_313-10718,Xa27,OK,5781.0,50.22,,
IRIS_313-10852,Xa1,NO_HIT,,,,
IRIS_313-10852,Xa21,OK,7772.0,2.66,,
IRIS_313-10852,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10852,xa5,OK,11927.0,0.04,,
IRIS_313-10852,xa13_SWEET11,OK,8548.0,0.11,,
IRIS_313-10852,xa25_SWEET13,OK,8880.0,0.55,,
IRIS_313-10852,Xa27,OK,5781.0,50.35,,
IRIS_313-10861,Xa1,OK,9113.0,3.86,,
IRIS_313-10861,Xa21,OK,7787.0,15.67,,
IRIS_313-10861,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10861,xa5,OK,11919.0,0.03,,
IRIS_313-10861,xa13_SWEET11,OK,8529.0,0.04,,
IRIS_313-10861,xa25_SWEET13,OK,8880.0,1.05,,
IRIS_313-10861,Xa27,OK,5781.0,50.86,,
IRIS_313-10871,Xa1,OK,9117.0,3.66,,
IRIS_313-10871,Xa21,OK,7772.0,2.9,,
IRIS_313-10871,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10871,xa5,OK,11919.0,0.11,,
IRIS_313-10871,xa13_SWEET11,OK,8541.0,0.07,,
IRIS_313-10871,xa25_SWEET13,OK,8880.0,0.82,,
IRIS_313-10871,Xa27,OK,5783.0,50.56,,
IRIS_313-10892,Xa1,OK,9066.0,5.21,,
IRIS_313-10892,Xa21,OK,7789.0,15.65,,
IRIS_313-10892,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10892,xa5,OK,11919.0,0.13,,
IRIS_313-10892,xa13_SWEET11,OK,8537.0,0.12,,
IRIS_313-10892,xa25_SWEET13,OK,8880.0,0.51,,
IRIS_313-10892,Xa27,OK,5784.0,50.5,,
IRIS_313-11027,Xa1,OK,9037.0,8.62,,
IRIS_313-11027,Xa21,OK,7772.0,2.82,,
IRIS_313-11027,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11027,xa5,OK,11924.0,1.5,,
IRIS_313-11027,xa13_SWEET11,OK,8549.0,1.86,,
IRIS_313-11027,xa25_SWEET13,OK,8902.0,0.03,,
IRIS_313-11027,Xa27,OK,5781.0,50.34,,
IRIS_313-11037,Xa1,OK,27249.0,11.53,,
IRIS_313-11037,Xa21,OK,7772.0,2.8,,
IRIS_313-11037,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11037,xa5,OK,11924.0,0.05,,
IRIS_313-11037,xa13_SWEET11,OK,8529.0,0.12,,
IRIS_313-11037,xa25_SWEET13,OK,8902.0,0.72,,
IRIS_313-11037,Xa27,OK,5781.0,50.03,,
IRIS_313-11050,Xa1,NO_HIT,,,,
IRIS_313-11050,Xa21,OK,7769.0,2.63,,
IRIS_313-11050,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11050,xa5,OK,11927.0,0.05,,
IRIS_313-11050,xa13_SWEET11,OK,8547.0,0.18,,
IRIS_313-11050,xa25_SWEET13,OK,8902.0,0.35,,
IRIS_313-11050,Xa27,OK,5789.0,50.13,,
IRIS_313-11051,Xa1,NO_HIT,,,,
IRIS_313-11051,Xa21,NO_HIT,,,,
IRIS_313-11051,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11051,xa5,OK,11927.0,0.03,,
IRIS_313-11051,xa13_SWEET11,OK,8541.0,0.09,,
IRIS_313-11051,xa25_SWEET13,OK,8880.0,0.3,,
IRIS_313-11051,Xa27,OK,5780.0,50.36,,
IRIS_313-11052,Xa1,OK,9116.0,3.25,,
IRIS_313-11052,Xa21,OK,7774.0,3.5,,
IRIS_313-11052,Xa3_Xa26,OK,8519.0,27.97,,
IRIS_313-11052,xa5,OK,11927.0,0.0,,
IRIS_313-11052,xa13_SWEET11,OK,8548.0,0.13,,
IRIS_313-11052,xa25_SWEET13,OK,8902.0,0.75,,
IRIS_313-11052,Xa27,OK,5787.0,51.18,,
IRIS_313-11053,Xa1,OK,9116.0,2.79,,
IRIS_313-11053,Xa21,NO_HIT,,,,
IRIS_313-11053,Xa3_Xa26,OK,8521.0,26.25,,
IRIS_313-11053,xa5,OK,11927.0,0.03,,
IRIS_313-11053,xa13_SWEET11,OK,8536.0,0.08,,
IRIS_313-11053,xa25_SWEET13,OK,8880.0,0.83,,
IRIS_313-11053,Xa27,OK,5781.0,51.13,,
IRIS_313-11055,Xa1,OK,27259.0,27.24,,
IRIS_313-11055,Xa21,OK,7774.0,1.27,,
IRIS_313-11055,Xa3_Xa26,OK,8396.0,28.43,,
IRIS_313-11055,xa5,OK,11927.0,0.02,,
IRIS_313-11055,xa13_SWEET11,OK,8540.0,0.07,,
IRIS_313-11055,xa25_SWEET13,OK,8851.0,6.51,,
IRIS_313-11055,Xa27,OK,5781.0,51.51,,
IRIS_313-11056,Xa1,OK,27280.0,44.83,,
IRIS_313-11056,Xa21,OK,7774.0,1.39,,
IRIS_313-11056,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11056,xa5,OK,11927.0,0.03,,
IRIS_313-11056,xa13_SWEET11,OK,8550.0,0.09,,
IRIS_313-11056,xa25_SWEET13,OK,8902.0,1.37,,
IRIS_313-11056,Xa27,OK,5779.0,50.51,,
IRIS_313-11057,Xa1,NO_HIT,,,,
IRIS_313-11057,Xa21,NO_HIT,,,,
IRIS_313-11057,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11057,xa5,OK,11927.0,0.02,,
IRIS_313-11057,xa13_SWEET11,OK,8537.0,0.06,,
IRIS_313-11057,xa25_SWEET13,OK,8880.0,0.79,,
IRIS_313-11057,Xa27,OK,5781.0,50.91,,
IRIS_313-11058,Xa1,OK,25079.0,49.76,,
IRIS_313-11058,Xa21,NO_HIT,,,,
IRIS_313-11058,Xa3_Xa26,OK,8514.0,41.85,,
IRIS_313-11058,xa5,OK,11927.0,0.03,,
IRIS_313-11058,xa13_SWEET11,OK,8551.0,0.11,,
IRIS_313-11058,xa25_SWEET13,OK,8880.0,0.41,,
IRIS_313-11058,Xa27,OK,5781.0,50.96,,
IRIS_313-11112,Xa1,NO_HIT,,,,
IRIS_313-11112,Xa21,NO_HIT,,,,
IRIS_313-11112,Xa3_Xa26,OK,8432.0,44.85,,
IRIS_313-11112,xa5,OK,11927.0,0.03,,
IRIS_313-11112,xa13_SWEET11,OK,8548.0,0.14,,
IRIS_313-11112,xa25_SWEET13,OK,8853.0,5.34,,
IRIS_313-11112,Xa27,OK,5781.0,50.23,,
IRIS_313-11191,Xa1,OK,9117.0,1.25,,
IRIS_313-11191,Xa21,NO_HIT,,,,
IRIS_313-11191,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11191,xa5,OK,11923.0,0.06,,
IRIS_313-11191,xa13_SWEET11,OK,8536.0,0.04,,
IRIS_313-11191,xa25_SWEET13,OK,8902.0,0.97,,
IRIS_313-11191,Xa27,OK,5781.0,51.98,,
IRIS_313-11277,Xa1,OK,9117.0,3.03,,
IRIS_313-11277,Xa21,OK,7774.0,2.26,,
IRIS_313-11277,Xa3_Xa26,OK,8515.0,28.36,,
IRIS_313-11277,xa5,OK,11927.0,0.05,,
IRIS_313-11277,xa13_SWEET11,OK,8552.0,0.06,,
IRIS_313-11277,xa25_SWEET13,OK,8837.0,5.18,,
IRIS_313-11277,Xa27,OK,5786.0,50.0,,
IRIS_313-11298,Xa1,OK,9117.0,14.22,,
IRIS_313-11298,Xa21,OK,7774.0,1.7,,
IRIS_313-11298,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11298,xa5,OK,11919.0,0.02,,
IRIS_313-11298,xa13_SWEET11,OK,8550.0,0.05,,
IRIS_313-11298,xa25_SWEET13,OK,8880.0,0.83,,
IRIS_313-11298,Xa27,OK,5782.0,50.42,,
IRIS_313-11737,Xa1,OK,9117.0,3.7,,
IRIS_313-11737,Xa21,OK,7787.0,16.42,,
IRIS_313-11737,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11737,xa5,OK,11919.0,0.08,,
IRIS_313-11737,xa13_SWEET11,OK,8529.0,0.05,,
IRIS_313-11737,xa25_SWEET13,OK,8880.0,0.41,,
IRIS_313-11737,Xa27,OK,5781.0,50.77,,
IRIS_313-11809,Xa1,NO_HIT,,,,
IRIS_313-11809,Xa21,OK,7789.0,1.54,,
IRIS_313-11809,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11809,xa5,OK,11924.0,0.07,,
IRIS_313-11809,xa13_SWEET11,OK,8533.0,0.04,,
IRIS_313-11809,xa25_SWEET13,OK,8902.0,1.02,,
IRIS_313-11809,Xa27,OK,5781.0,51.76,,
CX110,Xa1,OK,9117.0,4.04,,
CX110,Xa21,OK,7789.0,2.88,,
CX110,Xa3_Xa26,OK,8485.0,43.77,,
CX110,xa5,OK,11915.0,0.38,,
CX110,xa13_SWEET11,OK,8553.0,0.04,,
CX110,xa25_SWEET13,OK,8902.0,0.53,,
CX110,Xa27,NO_HIT,,,,
CX149,Xa1,NO_HIT,,,,
CX149,Xa21,OK,7786.0,2.62,,
CX149,Xa3_Xa26,OK,8452.0,44.53,,
CX149,xa5,OK,11924.0,0.18,,
CX149,xa13_SWEET11,OK,8557.0,1.59,,
CX149,xa25_SWEET13,OK,8891.0,7.56,,
CX149,Xa27,NO_HIT,,,,
IRIS_313-8326,Xa1,OK,9116.0,6.21,,
IRIS_313-8326,Xa21,OK,7789.0,2.44,,
IRIS_313-8326,Xa3_Xa26,OK,8496.0,39.29,,
IRIS_313-8326,xa5,OK,11914.0,0.0,,
IRIS_313-8326,xa13_SWEET11,OK,8553.0,0.02,,
IRIS_313-8326,xa25_SWEET13,OK,8902.0,0.67,,
IRIS_313-8326,Xa27,NO_HIT,,,,
IRIS_313-11062,Xa1,NO_HIT,,,,
IRIS_313-11062,Xa21,NO_HIT,,,,
IRIS_313-11062,Xa3_Xa26,OK,8508.0,53.88,,
IRIS_313-11062,xa5,OK,11915.0,0.32,,
IRIS_313-11062,xa13_SWEET11,OK,8553.0,0.01,,
IRIS_313-11062,xa25_SWEET13,OK,8902.0,1.34,,
IRIS_313-11062,Xa27,NO_HIT,,,,
IRIS_313-11270,Xa1,OK,9106.0,5.03,,
IRIS_313-11270,Xa21,OK,7777.0,4.58,,
IRIS_313-11270,Xa3_Xa26,OK,8430.0,36.82,,
IRIS_313-11270,xa5,OK,11915.0,1.5,,
IRIS_313-11270,xa13_SWEET11,OK,8553.0,1.44,,
IRIS_313-11270,xa25_SWEET13,OK,8886.0,10.27,,
IRIS_313-11270,Xa27,NO_HIT,,,,
IRIS_313-11289,Xa1,OK,9117.0,4.16,,
IRIS_313-11289,Xa21,OK,7774.0,1.88,,
IRIS_313-11289,Xa3_Xa26,OK,8448.0,30.39,,
IRIS_313-11289,xa5,OK,11915.0,0.37,,
IRIS_313-11289,xa13_SWEET11,OK,8553.0,0.04,,
IRIS_313-11289,xa25_SWEET13,OK,8902.0,1.86,,
IRIS_313-11289,Xa27,NO_HIT,,,,
IRIS_313-12094,Xa1,NO_HIT,,,,
IRIS_313-12094,Xa21,OK,7787.0,3.3,,
IRIS_313-12094,Xa3_Xa26,OK,8407.0,32.68,,
IRIS_313-12094,xa5,OK,11919.0,0.18,,
IRIS_313-12094,xa13_SWEET11,OK,8553.0,1.32,,
IRIS_313-12094,xa25_SWEET13,OK,8902.0,2.52,,
IRIS_313-12094,Xa27,NO_HIT,,,,
CX108,Xa1,OK,9106.0,2.06,,
CX108,Xa21,OK,7770.0,3.35,,
CX108,Xa3_Xa26,OK,8409.0,46.57,,
CX108,xa5,OK,11919.0,0.64,,
CX108,xa13_SWEET11,OK,8549.0,0.84,,
CX108,xa25_SWEET13,OK,8898.0,2.19,,
CX108,Xa27,OK,5778.0,50.12,,
CX112,Xa1,OK,27253.0,11.98,,
CX112,Xa21,NO_HIT,,,,
CX112,Xa3_Xa26,OK,8505.0,50.12,,
CX112,xa5,OK,11926.0,0.02,,
CX112,xa13_SWEET11,OK,8553.0,0.18,,
CX112,xa25_SWEET13,OK,8902.0,0.62,,
CX112,Xa27,NO_HIT,,,,
IRIS_313-7646,Xa1,OK,27268.0,50.88,,
IRIS_313-7646,Xa21,OK,7790.0,2.26,,
IRIS_313-7646,Xa3_Xa26,NO_HIT,,,,
IRIS_313-7646,xa5,OK,11917.0,0.34,,
IRIS_313-7646,xa13_SWEET11,OK,8547.0,0.02,,
IRIS_313-7646,xa25_SWEET13,OK,8883.0,2.27,,
IRIS_313-7646,Xa27,OK,5776.0,30.56,,
IRIS_313-10857,Xa1,OK,27293.0,36.37,,
IRIS_313-10857,Xa21,OK,7770.0,16.69,,
IRIS_313-10857,Xa3_Xa26,OK,8531.0,41.88,,
IRIS_313-10857,xa5,OK,11923.0,0.05,,
IRIS_313-10857,xa13_SWEET11,OK,8537.0,0.12,,
IRIS_313-10857,xa25_SWEET13,OK,8850.0,5.81,,
IRIS_313-10857,Xa27,OK,5789.0,51.17,,
IRIS_313-10894,Xa1,NO_HIT,,,,
IRIS_313-10894,Xa21,OK,7787.0,15.78,,
IRIS_313-10894,Xa3_Xa26,OK,8502.0,33.9,,
IRIS_313-10894,xa5,OK,11919.0,0.09,,
IRIS_313-10894,xa13_SWEET11,OK,8541.0,0.21,,
IRIS_313-10894,xa25_SWEET13,OK,8880.0,2.53,,
IRIS_313-10894,Xa27,OK,5788.0,50.17,,
IRIS_313-11033,Xa1,OK,9066.0,5.88,,
IRIS_313-11033,Xa21,OK,7788.0,3.08,,
IRIS_313-11033,Xa3_Xa26,OK,8376.0,47.77,,
IRIS_313-11033,xa5,OK,11926.0,0.25,,
IRIS_313-11033,xa13_SWEET11,OK,8555.0,0.6,,
IRIS_313-11033,xa25_SWEET13,OK,8901.0,3.25,,
IRIS_313-11033,Xa27,NO_HIT,,,,
IRIS_313-11035,Xa1,OK,27256.0,11.69,,
IRIS_313-11035,Xa21,OK,7772.0,17.16,,
IRIS_313-11035,Xa3_Xa26,OK,163121.0,85.29,,
IRIS_313-11035,xa5,OK,11924.0,0.05,,
IRIS_313-11035,xa13_SWEET11,OK,8532.0,0.06,,
IRIS_313-11035,xa25_SWEET13,OK,8889.0,1.52,,
IRIS_313-11035,Xa27,OK,5786.0,51.61,,
IRIS_313-11066,Xa1,OK,27260.0,11.73,,
IRIS_313-11066,Xa21,NO_HIT,,,,
IRIS_313-11066,Xa3_Xa26,OK,8575.0,49.31,,
IRIS_313-11066,xa5,OK,11926.0,0.17,,
IRIS_313-11066,xa13_SWEET11,OK,8553.0,0.01,,
IRIS_313-11066,xa25_SWEET13,OK,8902.0,0.95,,
IRIS_313-11066,Xa27,NO_HIT,,,,
IRIS_313-11295,Xa1,OK,27261.0,34.24,,
IRIS_313-11295,Xa21,OK,7773.0,2.5,,
IRIS_313-11295,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11295,xa5,OK,11914.0,0.02,,
IRIS_313-11295,xa13_SWEET11,OK,8533.0,0.0,,
IRIS_313-11295,xa25_SWEET13,OK,8842.0,5.65,,
IRIS_313-11295,Xa27,NO_HIT,,,,
IRIS_313-11663,Xa1,OK,27269.0,46.99,,
IRIS_313-11663,Xa21,OK,7772.0,14.99,,
IRIS_313-11663,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11663,xa5,OK,11917.0,0.32,,
IRIS_313-11663,xa13_SWEET11,OK,8546.0,0.05,,
IRIS_313-11663,xa25_SWEET13,OK,8882.0,0.54,,
IRIS_313-11663,Xa27,OK,5782.0,49.76,,
IRIS_313-11754,Xa1,OK,27267.0,45.0,,
IRIS_313-11754,Xa21,OK,7791.0,1.01,,
IRIS_313-11754,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11754,xa5,OK,11919.0,0.01,,
IRIS_313-11754,xa13_SWEET11,OK,8534.0,0.02,,
IRIS_313-11754,xa25_SWEET13,OK,8846.0,5.25,,
IRIS_313-11754,Xa27,OK,5777.0,50.22,,
